,/,淡水3.5萬噸配水池光電站,大潭電廠光電站,大潭電廠GIS廠房光電站,北部儲運中心光電站,中大D/S光電站,平鎮淨水場光電站,大湳淨水場光電站,龜山第三加壓站光電站,龍潭淨水場光電站,龍潭E/S光電站,竹工E/S光電站,卓蘭會館光電站,東興淨水場光電站,后里E/S光電站,中部儲運中心光電站,東勢新伯公光電站,台中電廠光電站,台中龍井光電站,中科E/S光電站,彰化彰濱光電站,彰林E/S光電站,南投大彎光電站,嘉義民雄光電站,義竹工作站光電站,台南鹽田光電站,台南七股光電站,台南七股II光電站,興達電廠光電站,永安鹽灘地光電站,高雄保寧光電站,路北E/S光電站,燕巢倉庫光電站,高雄E/S光電站,高雄E/S停車棚光電站,鳳山水庫光電站,核三廠光電站,澎湖七美光電站,澎湖尖山光電站,蘭嶼電廠光電站,蘭嶼貯存場光電站,金門金沙光電站,金門塔山光電站,金門鵲山光電站,馬祖珠山光電站
420,石城,54675.3786080,90047.5985651,90047.5985651,70542.4210414,75667.4861808,76149.2363398,66390.9021037,60127.4431000,73145.3818857,87096.5603144,78045.3459382,136452.2652508,109640.6332622,143388.2570403,143786.4514031,140791.8826087,170772.8324363,169221.0666571,161143.2805695,182844.8833190,191323.7717352,171281.6601927,221731.1692366,247360.9354526,273632.4938944,278254.3419659,278254.3419659,295478.9537437,296173.4523713,295818.5815650,294517.3477888,292352.4671936,309535.3107894,309535.3107894,313915.6159538,356769.7239233,322891.6140493,279944.2014419,331181.4594161,330699.6817019,362377.7254553,372281.0313108,360964.6275233,240063.0501927
421,淡江大學蘭陽校園,48306.9564844,71464.2309625,71464.2309625,48437.9160491,55936.3671705,54062.3801218,46673.7934132,45062.8354137,49381.8627578,64728.8235481,53508.8803032,108270.7007516,83583.3346659,115358.0825555,115800.7740900,112486.3065529,142839.7820264,141303.7239319,133009.3551325,154739.3186833,163013.3474053,143632.9547883,193773.6857129,219365.1287787,245665.0147336,250432.8817212,250432.8817212,268165.9755564,268909.2492066,268638.2011091,267351.2507604,265675.3963275,282837.0013472,282837.0013472,287686.6401294,333002.7895123,294582.5396680,251726.0299184,311642.5583108,311270.7515752,338239.2831429,347896.0281607,336531.5985717,232508.1488091
422,蘇澳,76363.2660916,93816.9457360,93816.9457360,69209.0145168,78306.1360526,74304.5465894,69823.6985029,71079.8406989,67989.8591143,83773.8330918,70473.7598606,109490.7927922,95052.7278063,117731.3762823,118490.2400559,111254.9747894,145164.5587935,143764.8092913,133988.5909235,155519.2131331,160362.2711386,134264.5641346,185576.4132547,211231.0312807,237183.3221580,241058.8818646,241058.8818646,256473.1617606,257036.0448816,256470.7449874,255139.0339711,251959.4042644,269133.3555486,269133.3555486,272753.2184788,313522.1009113,290916.1404620,250234.3129858,287696.6326862,287239.1399587,349597.8865497,358766.6471366,347362.6112592,258677.1612490
423,壯圍,61258.7760640,83063.0301740,83063.0301740,59221.8379154,67441.0343447,64697.8406026,58397.3905974,57772.1753036,59257.9749284,74986.6755156,62738.7722232,111233.1612236,90829.6026606,118891.9389883,119478.6882739,114377.3497956,146513.4158058,145030.4510301,136032.9560717,157777.7558997,164536.5591693,141955.8275857,192822.0058860,218500.6011406,244681.7423244,249031.2067732,249031.2067732,265666.2221835,266322.0987967,265906.3984197,264595.9341900,262173.9140693,279360.0298475,279360.0298475,283596.0992012,326565.7165177,295914.1847635,253990.9091725,302641.4345375,302216.8693969,346116.7348496,355582.6240474,344194.4098356,245393.1061594
424,復興,227206.3009718,202619.9824169,202619.9824169,191903.7873396,198617.5185585,190783.3522317,199449.7826928,210739.1142106,185704.1586985,187760.5684238,181100.8986719,120387.8788065,161362.4515874,121693.5535979,122744.0460708,110537.1753191,115331.3382281,116187.8970344,110756.1764164,106153.5733903,86295.4120104,65099.4135802,49050.4527607,56764.9028542,71179.2791745,69493.2040521,69493.2040521,73976.8736709,74020.1752447,72738.5070872,71351.3318260,65765.8446864,82855.6557704,82855.6557704,86493.3690787,139846.0463138,140241.3816225,122709.7305107,152877.1948403,153509.9168290,282631.8677261,286820.7856294,277068.0696991,336901.9218092
425,甲仙,249186.6461791,221942.8940468,221942.8940468,213184.3103774,219260.2517685,211600.2653619,220849.4937041,232401.6934905,206996.6229021,207650.9552778,202134.8697251,138235.1970416,179893.6897526,138089.5961843,138961.5576190,128830.8061996,126901.5734353,128017.7242485,124720.9332745,115718.5137794,95382.4440182,85123.9940568,51353.0600125,45565.3617351,50455.0885149,46412.7128738,46412.7128738,46998.7207571,47002.0339386,45714.9350559,44328.5544399,39950.0814458,57128.4693319,57128.4693319,62865.1418283,125035.6110344,119200.1355775,109167.6900841,152380.4001196,153294.1515029,272938.3660598,276154.6551754,266974.5021838,347452.4459836
426,月眉,262409.8093025,234939.8305276,234939.8305276,226374.7136455,232399.8408679,224757.0771505,234045.8403132,245611.3616527,220189.2948152,220721.6759157,215311.2671305,151126.9993076,192819.6084020,150767.6717580,151608.3870293,141796.9072406,138681.3583028,139849.8806746,137014.4632609,127098.9040873,106841.9571735,98320.6014641,62174.8484521,51762.5161105,49762.8851460,43614.2186801,43614.2186801,36917.6536892,36529.3901159,34739.2292843,33360.8800238,26908.5281595,44089.3992018,44089.3992018,49664.2916473,113933.1909399,116081.1074872,111417.4351358,146962.3428335,147995.3405341,276013.3706264,278709.6547460,269861.2600984,358446.8555334
427,美濃,270679.2669875,243245.3590611,243245.3590611,234666.4431291,240705.5318618,233059.5224107,242334.7866313,253892.4238700,228479.9735888,229031.6350519,223608.3184759,159419.7008622,201116.4852247,159015.3936242,159848.1559397,150100.3457953,146645.8361273,147832.7768158,145155.1782678,134921.3928716,114713.2774990,106608.4022943,69916.6846146,57793.4886952,52325.8858923,45112.1180322,45112.1180322,32938.4317035,32161.8958648,29898.5537385,28589.1447797,19386.9220484,36412.6232067,36412.6232067,41374.7680919,106523.6183102,116144.6784154,114790.2645769,142902.7093426,144006.2581638,279446.4279641,281836.4647201,273191.2371284,366028.5122434
428,溪埔,289956.8770444,262282.0043132,262282.0043132,253912.2399301,259898.2328728,252270.7467815,261586.4615968,273157.2204866,247728.1538850,248151.2232531,242840.1260572,178368.9856445,220084.7527387,177744.7291528,178544.2580770,169129.2848889,164462.3217938,165700.5226209,163507.1564927,152367.1477857,132339.8600330,125863.7785697,87435.5939329,72060.2100293,60131.6041556,51409.0690718,51409.0690718,28570.5990999,26881.9074251,23834.9550012,23154.2094761,7417.7612687,18837.9028656,18837.9028656,22148.0213717,91565.5340206,115945.1238782,122140.3910775,137519.6951393,138795.6688039,285787.3947272,287446.8605325,279307.6333532,382568.5523202
429,內門,264663.3426531,236235.7060659,236235.7060659,228408.7851993,234179.7122158,226618.0664202,236111.5276060,247760.9414822,222240.5771592,222252.2118407,217274.6945610,152244.2045002,193963.3783446,151443.4066079,152225.0879752,143113.1602312,138085.7379718,139313.7033664,137093.0850463,126093.4281885,106001.1699502,100562.3637141,61097.1831158,47789.6027493,43047.3604440,36465.3615990,36465.3615990,30188.2826961,30004.0885095,28529.5990977,27140.4264403,23794.1604088,40700.4668194,40700.4668194,48318.0466345,116099.6046547,108688.9408512,105205.5310872,152648.6141228,153727.5653009,269873.0518335,272399.0762273,263661.4703832,356773.8376868
430,古亭坑,275650.8623573,246801.4374274,246801.4374274,239320.9059153,244982.7853380,237459.0404411,247034.1024444,258713.2093820,233161.2860639,232943.1240587,228161.6368226,162767.2499966,204468.1342136,161713.7978572,162458.1493658,153748.4436910,147470.1427656,148743.8329340,146992.1792332,135159.5032625,115274.5349111,111617.9598800,70458.5504048,54267.2211127,43812.0945631,35684.0733124,35684.0733124,20981.0305823,20321.2883572,18288.6193776,16929.1011043,13260.1210290,29628.1513042,29628.1513042,38496.6655289,109297.1378113,104943.6122025,106401.2085487,151571.2972688,152750.7490352,270760.7212472,272819.2215472,264397.8302474,364926.1791043
431,阿公店,286614.0512372,257616.5650868,257616.5650868,250266.3959754,255893.8294323,248383.1854045,257982.2250099,269668.6691432,244109.2748637,243812.7023603,239100.3374365,173575.2233959,215260.4990039,172403.7455890,173129.1866131,164605.0776665,157676.3683315,158976.2740236,157494.7973283,145185.6361922,125454.2411751,122594.3029596,80793.1930354,63101.6530383,48924.7050942,40014.2549021,40014.2549021,17009.0331002,15475.3879819,12514.8548590,11619.0173108,4523.8147124,18680.9963584,18680.9963584,28750.0565129,101842.4101526,104330.2857106,110528.0410594,149370.7246548,150641.1913497,273981.7699486,275602.5692339,267488.9276527,374183.3454612
432,鳳山,302828.3347990,274483.9725766,274483.9725766,266640.6304474,272455.4529472,264883.8964292,274335.8477909,285961.4592156,260467.3835135,260532.0329857,255521.7490485,190469.8237408,232183.1003104,189505.9763069,190257.0630615,181379.5890632,175134.4134022,176425.4294068,174795.2161437,162685.8901282,142917.4856425,138693.6789290,98187.7266090,80502.7339595,64630.2944983,55476.9515539,55476.9515539,28490.2026387,26532.9360065,23838.3054233,23948.7479400,14579.7305209,6514.2643737,6514.2643737,11492.3307717,86075.0403782,113026.6929464,124563.2497483,139960.4595177,141349.8833165,286433.4425291,287544.1174290,279803.9264664,391603.3276538
433,鳳森,312070.2722514,284504.7408569,284504.7408569,276080.3531456,282104.0044165,274466.9619264,283747.6441216,295298.9455205,269893.5889401,270374.7940880,265021.7079172,200580.5914546,242298.2662760,199894.2979449,200681.6425198,191352.4614429,186174.2535148,187440.2991097,185502.0800857,173877.6440346,153987.8641371,148021.4013392,109142.7362449,92165.4182101,76500.2575412,67335.7822925,67335.7822925,40077.2285442,38122.6725457,35550.0025865,35747.1963544,25557.4257729,15249.8056632,15249.8056632,644.2425609,74389.1670876,122604.9687861,136035.5759972,131408.5813455,132862.2514471,297235.1130894,298142.2144271,290555.7579437,403241.9777782
434,新興,307001.4302089,278114.9944105,278114.9944105,270698.5980972,276367.9152623,268845.2528381,278409.3379548,290079.2267442,264536.7998402,264307.2567652,259543.9308164,194073.3487660,235756.0760389,192867.2456963,193583.9053215,185101.9905509,177797.8695862,179120.0171830,177851.9361893,165152.1125157,145576.3675500,142919.0219888,101082.0453010,82232.0428794,64622.7627153,55430.1907408,55430.1907408,27645.1758640,25728.3532676,23475.5419171,23943.0474766,18676.0635374,2215.9218064,2215.9218064,12690.7624739,87220.1565476,109416.1469670,123144.6334143,144121.5998880,145546.0951803,283976.5774568,284858.8898501,277289.2160049,393147.8166579
435,阿蓮,279681.0061842,250013.7597560,250013.7597560,243195.8129486,248628.4023952,241185.0808095,250927.8313398,262668.0107004,237058.5168079,236383.8293488,231988.9082650,165989.7940515,207611.9763435,164550.8595579,165240.0795442,157171.8135260,149204.0539838,150527.3511215,149350.4700303,136573.0144104,116983.0553571,115967.6818239,72551.5696243,54036.4147586,39956.2943495,31208.4563908,31208.4563908,13283.9526669,12715.0930565,10974.0727571,9585.4394859,13463.0249836,26559.9603145,26559.9603145,37848.1451624,111043.7292716,98189.0983064,101984.1931172,156875.8387893,158101.9974274,265862.1598367,267675.1591459,259423.8264005,365136.7019288
436,梓官,294653.4340854,264874.2285612,264874.2285612,258162.5178046,263572.5890522,256139.2468971,265895.4819087,277638.4292262,252026.6732159,251296.1481289,246952.6696106,180867.7515402,222461.4432674,179322.6003536,179993.2720982,172091.9836997,163492.8910619,164842.5562582,163950.1883121,150687.9835739,131303.3917676,130918.8837287,87156.9439281,67387.7606716,49541.5476637,40349.7624749,40349.7624749,12898.0109497,10940.3387589,8393.6053653,8788.6035742,12289.5022310,12945.8153638,12945.8153638,26704.3730087,101576.3695125,98587.7304844,108959.8999626,154252.8662700,155594.0152254,270982.8800734,272196.8068056,264377.7854773,378113.3764305
437,永安,289608.0919450,259224.6299968,259224.6299968,253009.4874193,258238.1214890,250870.7407901,260753.1107982,272539.1905836,246895.1159143,245817.1533910,241768.7986605,175300.7650805,216795.6822243,173502.8008051,174137.6590384,166677.8879132,157069.4835535,158442.1365166,157864.1584840,144131.1723155,124937.0280862,126297.8928927,81186.0381205,60537.7205070,41955.8909469,32762.7193967,32762.7193967,5447.7972627,3539.3491698,835.2866675,1979.0887834,16211.7633842,20456.5121388,20456.5121388,34318.4670474,109167.2303814,92500.9003257,101466.5154034,160616.3989516,161926.2042813,263834.4000543,265167.5413547,257259.8172070,370917.2902020
438,茄萣,283687.7976856,252338.0026284,252338.0026284,246947.9701133,251874.3883691,244622.5627594,254701.1613337,266546.2571924,240875.1430204,239226.9075229,235669.0697259,168661.8007408,209925.2330425,166434.4208793,167006.2303883,160316.1245792,148960.2294050,150372.4993361,150360.2402643,135798.4986093,117003.5554326,121396.6191232,74213.2873131,51968.2141235,31509.2418888,22356.0946565,22356.0946565,5613.6863497,7530.6587953,10112.4540558,10196.2191755,25486.1859535,31046.2271558,31046.2271558,45116.4551543,119983.6314850,83479.7285176,90678.5732998,170418.8631505,171695.0532298,253340.4846969,254799.6588291,246798.3188818,361246.9878456
439,湖內,282839.1383991,252237.1411218,252237.1411218,246200.9930089,251358.6535574,244017.0809152,253947.8844699,265750.0099558,240096.1800915,238887.0691576,234949.5256642,168350.5892035,209807.0932893,166473.5781505,167098.2958738,159784.2543802,149921.2261226,151296.1468883,150769.7629392,136974.2401186,117796.8465395,119776.7521043,74140.2820522,53389.1375513,35544.1732244,26392.0484730,26392.0484730,5486.7151258,5893.9567059,6328.7217469,5519.7888987,19143.0335331,27206.9507079,27206.9507079,40513.5178222,115068.4992190,90159.4067200,96211.9466326,163986.2592727,165248.8308219,259389.3876865,260970.1219480,252882.4544723,363890.6377232
440,彌陀,293172.4536265,263068.4811158,263068.4811158,256623.0377251,261937.2100395,254538.5728036,264362.0680611,276128.3381152,250498.1128630,249582.4989767,245396.2282537,179101.0617126,220644.4526854,177417.2529437,178068.0966430,170406.5338509,161239.7488707,162603.2274347,161893.7321335,148353.2750148,129080.8327698,129636.9742470,85149.9395746,64857.0520747,46420.6194341,37228.0075473,37228.0075473,9583.4153598,7629.8397040,5300.5947774,5985.4740809,14357.9265865,15986.4025303,15986.4025303,29991.3492963,104881.7677620,95445.9435546,105620.0302845,157434.1329655,158767.3079716,267639.1729111,268867.4235662,261037.2752679,375356.8673085
441,岡山,289789.3819506,260148.9867778,260148.9867778,253319.3230394,258766.4294043,251319.2190476,261049.8820516,272784.4064474,247179.8026818,246525.2836028,242116.0372697,176127.7327069,217744.6745080,174661.0398078,175344.0081025,167313.2643377,159100.2609243,160436.8806321,159393.3719090,146378.1188981,126891.0319170,126007.7049625,82588.6359668,63364.5611608,46785.3201164,37650.7975177,37650.7975177,11871.3025983,10080.9570291,7029.8886035,6585.1053854,9662.5599743,16742.7469559,16742.7469559,29333.5854093,103798.0973529,99122.2286275,107310.1306109,154048.8104971,155352.3063990,270093.3513793,271513.0598975,263543.4589425,374328.6013420
442,仁武,297523.3329896,268869.9393380,268869.9393380,261260.7376669,266989.2318345,259445.6530785,268965.8993085,280619.9367320,255094.3822079,254990.1085000,250119.4482190,184837.4572988,226539.3792634,183766.5166669,184503.7656416,175805.0822793,169168.6701608,170467.4398242,168941.8103792,156675.4615252,136946.9319549,133414.9857207,92269.7581040,74393.5467258,58737.7083972,49613.6095306,49613.6095306,23146.4280656,21209.3042540,18353.1909065,18296.6221362,9094.3593872,8291.0900780,8291.0900780,17568.7824398,91831.0371701,109063.5222405,119116.8666231,143757.2513746,145108.8976034,281482.0254825,282740.5057775,274890.4583932,385493.6310333
443,鼓山,308332.7900131,279218.1657634,279218.1657634,271983.5399768,277590.2507201,270089.1349761,279700.2057819,291388.0809506,265827.2455591,265472.6583291,260814.7045560,195177.2745301,236840.0143216,193870.7664816,194573.0255671,186257.5444328,178519.6032627,179853.9890632,178733.8395302,165798.1920085,146307.7944105,144297.8711586,101935.8568091,82645.3275007,64394.5415851,55213.7625207,55213.7625207,27305.5844007,25432.8140840,23394.4706083,23993.3266268,20304.6380978,3118.0228845,3118.0228845,14209.5713246,88148.1703106,107773.0627002,122301.3827463,146036.1677787,147471.2952106,282708.4525672,283508.3372764,276000.8574786,393390.1070266
444,三民,304707.7965352,275883.5437172,275883.5437172,268415.9081077,274101.2087739,266572.8986399,276125.1601596,287790.7471852,262252.8402868,262056.7938407,257264.8175719,191843.1992724,233531.5381013,190671.6576221,191393.5669783,182855.8962260,175719.8394959,177036.2617055,175703.9428520,163110.9551560,143496.0992671,140617.3303890,98952.2889802,80328.6705745,63159.1158746,53967.6541765,53967.6541765,26356.1008061,24414.8946527,22007.2055777,22372.2500355,16348.5828472,1915.0041914,1915.0041914,13354.1157826,88208.4292602,109318.4585067,122167.5780737,143908.6118317,145316.0374890,283405.6792408,284379.6056823,276740.9443306,391319.1583870
445,苓雅,306260.5474111,277732.9780187,277732.9780187,270035.1926970,275802.2161220,268246.7254738,277735.6753569,289375.7997541,263865.4264122,263831.4065683,258904.2712000,193704.1585637,235409.1679067,192650.3593352,193388.4163800,184655.7265512,177997.4367215,179301.6982179,177819.5401034,165463.0729301,145773.6236733,142133.3447735,101130.2192682,82920.7613942,66157.5633854,56970.6492013,56970.6492013,29459.3845451,27512.1355977,25042.1474765,25348.0993547,17840.6212030,4714.0191822,4714.0191822,10180.9266062,85057.7815258,112375.0655926,125329.7349034,140982.5123448,142399.3104116,286577.7724158,287540.0476693,279910.6006736,393978.5910832
446,林園,315905.4108672,288492.6352539,288492.6352539,279958.8338333,286023.1041614,278373.9333137,287619.8633447,299155.1240094,273769.9045237,274331.3963509,268913.1525182,204590.2000960,246305.1308179,203948.1405147,204740.8463424,195339.6449800,190308.8675493,191572.6608234,189600.9938966,178023.8462195,158126.0627991,151898.6217284,113273.9938684,96305.0493257,80430.7833668,71254.4629934,71254.4629934,43828.6405572,41880.8613071,39382.3762376,39635.5614627,29710.7605377,18641.6606311,18641.6606311,4463.9237938,70724.8894027,125297.6713443,139636.3565459,129474.3517399,130955.8179068,300431.9996698,301235.3306698,293727.7318988,407387.3356654
